address,ETH_balance,last_balance_change_BlockNumber,updated_BlockNumber
0x716ba01ead2a91270635f95f25bfaf2dd610ca23,47778.9991245,6951130,7450176
0xb3f060992efa9993006ed06cc6318e8c85f3d5c9,47619.860032771336,7378231,7450176
0x8fda0da8b682601f8b6c08e271fc6b51460adf01,46977.377189690786,7004972,7450176
0x0fbe8e4030df8e41ee4462a20d9fd80fa1f03342,46680.8843592223,7253120,7450176
0x11a4b512b7cf8a038316fb36d83f4cdd64ca6cb8,46000.58886385,5857599,7450176
0xcf881556a2fdd7d0b0eaea737c13aa691d952d07,45768.84892212284,7450167,7450176
0x1c11ba15939e1c16ec7ca1678df6160ea2063bc5,45537.24389318217,7436987,7450176
0x31548990804beef79102effaaa1a0b1883c555be,45261.702980949995,3867046,7450176
0xee8d8ababb63bcd41e70a30b187cbaaa4e5d7ec6,45000.997811,7007519,7450176
0x000a89419ba4ea71aa57b5b5562405799069571d,44999.992043737,4317031,7450176
0x73db218509050f3a169cba7289fd9ebbe6dba2ff,44999.988255603006,4318542,7450176
0x957cd4ff9b3894fc78b5134a8dc72b032ffbc464,44744.39687512684,7439649,7450176
0x49be8a0773824e2917f4baccebbdf298e7cf27bd,43918.534288990006,7226539,7450176
0x1ac33f385a4e9fe2d809a81c5c10473f81ee0ed3,43786.31009354698,4139002,7450176
0xe53fff67f9f384d20ebea36f43b93dc49ed22753,42700.455543309996,7318112,7450176
0x154af3e01ec56bc55fd585622e33e3dfb8a248d8,42422.88196492754,5417067,7450176
0x54e8c58d1e90282b67fb69648e9d8e21b9716c89,41998.988256883,4317171,7450176
0x9cf8d36f4aab14ef4975ac6c98f896865f0900c5,41480.6454142,7449345,7450176
0x0a4a011995c681bc999fdd79754e9a324ae3b379,41350.3,0,7450176
0x2b1df729083f6416861445d8aaac04ebdcd4a848,41242.779685,6790601,7450176
0xa7c5942a8305e88a08ab34fb73ef9dd8b329da05,41237.90337572326,7394975,7450176
0x5696ae5ad2c22a4afc03bbae5bf18ca9278ae5c5,41234.433950000006,701743,7450176
0xcabbc50e1d97490a07cc0d1048c7639f1b11f4fd,41179.929320819996,4676772,7450176
0x9c5a760c303c6723443cf40b853ad1b2834c138b,41172.988319883,4319527,7450176
0x4b068fe2cee007a48db70b28047470ded49d6aba,41040.33589787,4418107,7450176
0xddbd2b932c763ba5b1b7ae3b362eac3e8d40121a,40807.17856607,6451971,7450176
0xf367ae3ec7941e5145eebe0a820da59a7df82012,40791.249887801,4886792,7450176
0x00656be65fc59891e7ba715ce4f644bb19bd5f88,40756.159622,6212203,7450176
0x67bb19d5a4f1b9939178d92a09d62444e4a76438,40496.46580669904,7225211,7450176
0x17297d33bbca95f8ac2fc56fa614f427a84069d1,40423.992959676,4318304,7450176
0x97e813b9a81d097e60a5e6311bc9a475199b67ae,40404.76034957,7390935,7450176
0x43f30328e6e27df0311ca852c84612b9b634c4ca,40170.85402493139,7245962,7450176
0xabdc9f1bcf4d19ee96591030e772c334302f7d83,40110,0,7450176
0xd522b107511815958856a6ead90673641c0c5feb,40072.31999999999,6629039,7450176
0x2f31ed1b46fbece4c9eb9d25f34c981d530d3843,40010.009999999995,4773536,7450176
0xaec27ce2133e82d052520afb5c576d9f7eb93ed2,40000.001772356874,7215543,7450176
0x2dca0e449ab646dbdfd393a96662960bcab5ae1e,40000,0,7450176
0x69fbae23477a8fee6f7a3513f85ebace757efdc1,40000,5697182,7450176
0x5cc4cba621f220637742057f6055b80dffd77e13,39997.692,0,7450176
0x39d787fdf7384597c7208644dbb6fda1cca4ebdf,39614.67143,7129624,7450176
0x3eb01b3391ea15ce752d01cf3d3f09dec596f650,39464.03459039933,7404370,7450176
0x0e5968cd0a732567669312afe3b1689fc9792dd6,39260.4417606,6338159,7450176
0x02fb53a32eabb461468d9f651872e94c0b963978,39006.338,3481735,7450176
0x132cf1dce6f1fe9cb82dbaaf9f6ad8a1be638378,38947.99580046872,6673306,7450176
0xebbd58cd1c31c08ef7a17337c264ba502762e993,38907.719243,5572163,7450176
0x005bdf2845064db405f5c99aaf9510d0b19e7ac2,38576.89916,6212629,7450176
0x00a71d1ad24f170668c06f294fbde078ed9973b9,38216.99900565,4881737,7450176
0x397510f7c4909eb2c30959f1470ffad7eb3869dd,38070.856230260775,6634023,7450176
0x00400e876c877b30514c6f9d2668041da0ed9280,37996.449664,6211868,7450176
0x89ac2d3446e010344faf7c8c55aeab57055d3571,37929.25002299999,7444080,7450176
0xd64a2d50f8858537188a24e0f50df1681ab07ed7,37590.99344747,3573751,7450176
0x17e0e1c4442ea39eb8cf20ab01e5060671e6f608,37571.009214915575,7270080,7450176
0x04786aada9deea2150deab7b3b8911c309f5ed90,37257.517492309344,5692884,7450176
0x961914a2f166f2e2e4ecdc691b4a9272588a8aee,37174.16936495014,6324950,7450176
0x5a85aafa7fbca99ea32df27c33b14831feeb20f9,36892.59184675778,5420578,7450176
0x1522900b6dafac587d499a862861c0869be6e428,36386.418689424376,7450176,7450176
0xc57d95b7148a3cae2a580a9c59ea6ea97fb05b0e,36314.91528395273,4319908,7450176
0xeec606a66edb6f497662ea31b5eb1610da87ab5f,36233.040653494,7450175,7450176
0xbf35faa9c265baf50c9cff8c389c363b05753275,36002.58556296243,6775313,7450176
0xe9b45c2973ed20285ac66966eebd52d5e0fe7362,35778.69129,5061498,7450176
0x0ff24158220a14398f047a80a513617ddc4f5289,35322.426155258116,7449450,7450176
0x74fea5583d51dc763a303609f4164b929e454af7,35209.43001274,7446535,7450176
0x044d9e4b27cdbe643914dabddd488a1cb07490b7,35024.50424588555,5412567,7450176
0x29d38fdf26d64fa799276e6615759d27db1f1fcd,34922.06024293869,7449328,7450176
0xe3031c1bfaa7825813c562cbdcc69d96fcad2087,34279.13355296199,7450156,7450176
0x4430670ad02a9cf701dc9fcbca724bea1e1c0d53,34183.13382923959,6247389,7450176
0x56a975d17abbf225d61550819504f1dbef1845bd,34178.299874000004,7110829,7450176
0xd9b783d31d32adc50fa3eacaa15d92b568eaeb47,34010,0,7450176
0x882c8f81872c79fed521cb5f950d8b032322ea69,33997.999832,4092638,7450176
0xdf7d3b7544a9638790609e2b511a83fa7d39b776,33945.16180284598,7282421,7450176
0xcd08bedee338bf69f38ef49ba64d88043a2d1953,33927.960895112046,4470267,7450176
0x40e8483d83022aa1a2d50542eba6a4abc126db1a,33609.35616501281,7242027,7450176
0x184744fb0ae65515732b76b6480d01975009af1a,33600.653999999995,587983,7450176
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,33508.62290797,7450172,7450176
0xc330b360afd9e0b6892f3428989bd5cd543f01c2,33264.46496331519,7273690,7450176
0xdf6b7c8ad562f051d3e3301edba96b245df5e8dc,33225.76639372404,7313778,7450176
0xc33ece935a8f4ef938ea7e1bac87cb925d8490ca,33122,0,7450176
0x4e9bb3dd9cb7d7b38e5de748e7b0444ddf10889c,33082.981055066004,4210338,7450176
0xdff4e8f4d8ba1418ae1f2807943ff47d218d5f18,33000,4313599,7450176
0x185f19b43d818e10a31be68f445ef8edcb8afb83,32835.02911454179,6351774,7450176
0x07320deb2713370a3d7b49189fc2f99906e1ae8e,32439.870063151913,7436752,7450176
0x38b50146e71916a5448de12a4d742135dcf39833,32199.999999999996,0,7450176
0xa04d07820c5d302b62a59b7b0f422255ce4ab1ca,31813.946100256868,6739778,7450176
0x9cbadd5ce7e14742f70414a6dcbd4e7bb8712719,31710.56888012721,7438255,7450176
0x1324e7b922b30b49ab8ea81086341cc41c249346,31652.869493362,7345680,7450176
0x81b6fff426040dcae2afdb2f7693520371013f94,31600.746673137,7196405,7450176
0x03e1fa19a43ef3d4b16889ed2ad0a72e098cb7ab,31203.994978900002,7205321,7450176
0xa97beb3a48c45f1528284cb6a95f7de453358ec6,31000.000000000004,0,7450176
0xf2b595c7327ef29b537e0981ef99d62257a73136,30954.23074128215,7101954,7450176
0x467d2c66dce56c2173807f8a4ad86882aec5c4f7,30804.489579824523,7435548,7450176
0xaa923cd02364bb8a4c3d6f894178d2e12231655c,30789.73243077584,7261946,7450176
0x28800b3df0ff4eb76809b17b75f43060b7256279,30726.3820733069,2734910,7450176
0x2bde3b9c0129be4689e245ba689b9b0ae4ac666d,30527.13776378,6945089,7450176
0xbe872ae9eea23e1440b7c5d4eea52fa540aae6c0,30514.7968502506,7373487,7450176
0x16a0772b17ae004e6645e0e95bf50ad69498a34e,30367.382372170287,7330349,7450176
0xcf07b11708a012de854d26fa30a0f0e41831bc55,30058.58669,7137884,7450176
0x3da0ab582d13ebb031babb3ba190ae866007fd5a,30049.9,5290783,7450176
0x9bbc796ac9b795baf927ae69f4af45d4516c0787,30049.52868800714,7384596,7450176
0xbd942b90305fa8aee32abec40ab0172886437ed0,30038.645743029,3967387,7450176
0x491561db8b6fafb9007e62d050c282e92c4b6bc8,30023.00000022,4595034,7450176
0x0c31ea410b322ce061e69e3ede690e064b6caeba,30010.489999999998,5290772,7450176
0x287a19ddc1986e44b60e29ebfc87bd14eccc011f,30002,5518904,7450176
0x63ee2329ecf7c85ca1268f281f40f3f06210af6e,30001.047382334364,5285941,7450176
0xb0672c6269f180db21b920b0bfdc29b6824e6aaa,30000.04945867876,5431075,7450176
0x0e6ece99111cad1961c748ed3df51edd69d2a3b1,30000.047547199923,2720076,7450176
0xa32e317f86ba61e87083e3e39bebba3837697678,30000.015584999997,5956176,7450176
0x503b8a680254c9e41f652bfbd15e68cc445a36ea,30000.00005059,7043919,7450176
0x955db3b74360b9a268677e73cea821668af6face,30000,0,7450176
0x9ee0a2335466e3c8d60b625241bd64afa99cab73,30000,4645277,7450176
0xe3ab823b8b3ee9b76d43ea27b1cbdd3a3f281599,30000,4424286,7450176
0x654aae6cc26a28d1b8f6f735595688743f6c68fd,30000,5518912,7450176
0x7a9cf0a24f45e035b86f498b5c71cc350c7bb750,30000,5518921,7450176
0x6704ae62cc59f9d39a31be4b91a29e4825966f33,30000,6914877,7450176
0x69073269729e6414b26ec8dc0fd935c73b579f1e,30000,0,7450176
0x8ff869f77c868b65a2a44b09ce3ef33ce617a04d,30000,5518909,7450176
0x79cd6e611a948d3fab483ab5ebc49877b452dc17,29999.999769,7071569,7450176
0xefbbb2fa168afa45e4e1320be543f1aec876cb53,29999.999559,7009595,7450176
0xbd7167f975a3866322cedb7067b4413deb93c04d,29999.74958,6835837,7450176
0x2449bfe8754b79add948bb3814aceff176b6e559,29910.111494949997,6238544,7450176
0x9f0673e07d8f70e01747ba3ebef51ef06ace2388,29905.296190764395,7425717,7450176
0x6dd5a9f47cfbc44c04a0a4452f0ba792ebfbcc9a,29805.741126936005,7110565,7450176
0x0681d8db095565fe8a346fa0277bffde9c0edbbf,29789.119441556526,7450169,7450176
0x09077bff00cb8012072ed2b7f6e75f532cf22e0f,29404.590263779482,7420637,7450176
0x9b6e7c26e43fa5c6bb5803e5f23462b93a905c6d,29299.997725819718,5430268,7450176
0x6f50c6bff08ec925232937b204b0ae23c488402a,29228.855850256,7450173,7450176
0x34922c80dbfd8f1770cbe371b51e615e76f4a777,29185.981034076,7449033,7450176
0x6d327a65360538abf54a95eab3da912f8b0b2f37,29080.015977286086,6573981,7450176
0x3b436fb33b79a3a754b0242a48a3b3aec1e35ad2,28975.808655133776,7157697,7450176
0x60d0cc2ae15859f69bf74dadb8ae3bd58434976b,28960.98918422298,7449013,7450176
0xaf1931c20ee0c11bea17a41bfbbad299b2763bc0,28779.965507518136,7450176,7450176
0xf9aac6a1c838b36e2953115804806564ee7afaa8,28746.348465799998,7442659,7450176
0x41222b3588e603d5df352ce69e31e58ce9ef986c,28691.24253440778,5418455,7450176
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,28614.830715794964,7450172,7450176
0xf4c8ebf4a94556d30336d381394f01fd6dbc5ea2,28129.81815595,7347957,7450176
0xb5d6ec81abdbf7fed987e06075ce16d7c0a50ed6,28077.061447796295,5436518,7450176
0x944a81e4018439b8ce00391fe6b9fd0e81e9ce20,27937.122115395778,7077652,7450176
0x627b0b149b3826d6f625db6c55125a5667c7a77e,27929.03942547,7121646,7450176
0x006135dc6c63f9d8ca5fe4a4fdaaf2f7d060c3f0,27702.499832,6213818,7450176
0xae5d3d7ad60939bc9f0a5588457b5e75fa458d2e,27586.486797029265,6565836,7450176
0x7e6614722614e434c4df9901bab31e466ba12fa4,27522.150577000295,6194089,7450176
0xe9eca8bb5e61e8e32f26b5e8c117561f68084a9c,27501.88387782379,5827796,7450176
0xde1da1b021610968a40fe0c2983f62bcb10d1035,27137.401259,6466914,7450176
0xadac67016ab767512ec06ba17786b7efea944238,27060.347795,6835837,7450176
0xacf6baa551ef748b4b84be6fa346c5174d49d585,27011.19774828078,6232713,7450176
0x687c8ecbc10ed1ff6b1d700037fc4b873cf7e424,27000.000000000004,7220144,7450176
0x5d8d31faa864e22159cd6f5175ccecc53fa54d72,26980,0,7450176
0x618053cf06c1af3ee1cc1545b2f344135ac0e98e,26976.630878434076,7416269,7450176
0x38f68b95c0d0a2cbf56a028fb52e6950aae8f293,26789.098778934,2834169,7450176
0xa1a45e91164cdab8fa596809a9b24f8d4fdbe0f3,26752.262225429287,7145772,7450176
0xca1f99e888122a8f8656e9f3f66a24f455cfa716,26728.67411726,5458238,7450176
0x76ae5632ae65d95dd704218920f7d8ac4daef9cc,26580.98755922778,5423107,7450176
0x94f4bbf7f3ef476431fdd78b6a60395b9d0768f4,26500.00888876849,7272616,7450176
0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,26245.547281592106,7450176,7450176
0x187e3534f461d7c59a7d6899a983a5305b48f93f,26216.456866157878,7449907,7450176
0xe8a44444c7cb19669e9ffd30f5b73d2dbb15565f,26001.000000000004,7347909,7450176
0x95cddecd01856aa896426bd1ee021d87f3a5c199,26000.1588260031,5297357,7450176
0x5028fa1172c91cd46e2f09ff4b5a75abf41106b3,25999.999622,7126041,7450176
0xd28c567f1b52119b32a3af6066c36149c2f86d12,25957.6746679,2602393,7450176
0x53bd12031e4cd6af14c91d4122152ead80ccb342,25874.801381915644,6809708,7450176
0x96a6d2aa93719df9045e8e81a13ff25ee4e5935d,25722.68042788819,6985222,7450176
0x2910543af39aba0cd09dbb2d50200b3e800a63d2,25611.107099432582,7367777,7450176
0x738ca94db7ce8be1c3056cd6988eb376359f3353,25500,0,7450176
0x4214e41577ecec7a9a5de4d152df1a2dabbc3237,25236.4164191755,6996204,7450176
0xdc197a0f81c3a6dca9c74518c504780fa3084489,25235.4135197,7278080,7450176
0x0f564a2a5fde73349890e86e9b2aa1639994bf2f,25202,5347089,7450176
0xc63beb7a137473d043a1d9a3d3b3c298f6985c97,25159.60160964543,7443655,7450176
0x81b4d64bb3dd19d14f4e358ad4d9b5a6c13f4f23,25000.0868,2030994,7450176
0x2eafd40e7f7b6fd04c292bc42d90ed17b6b7b55f,25000.07755526558,6421654,7450176
0x4ebf51689228236ec55bcafef9d79663992a7fb6,24999.999496,7392794,7450176
0x2b9eaffde5beb9573d9078318f559418f2d2ecce,24999.997459,4902889,7450176
0x57757e3d981446d585af0d9ae4d7df6d64647806,24882.305673258885,7445811,7450176
0xd7ec76f7f8f8397b1ca486431adf1e0ab454307a,24619.556521206003,1931867,7450176
0x6032dfc7869799418b7f9185a356dd704a73e6a7,24481.68735445,7216000,7450176
0xb8040536958d5998ce4bec0cfc9c2204989848e9,24472.42001,5252938,7450176
0x88aa042c4aae423e0f1bb48542b473d1dd20a807,24384.002,4127373,7450176
0x00c7122633a4ef0bc72f7d02456ee2b11e97561e,24326.609992664835,7185391,7450176
0xdf95de30cdff4381b69f9e4fa8dddce31a0128df,24217.0028745344,7450176,7450176
0x5655672eefe0f349cbda7ac5848e6f79a15701ee,24152.610719332002,5504280,7450176
0x15e34a8324164ef0890471f6f527451f7a22cf12,24099.996869274466,46276,7450176
0x9d217bcbd0bfae4d7f8f12c7702108d162e3ab79,24075.4011899318,7059829,7450176
0x3b8482d49a77fe22f57eb5b000c3777b2b7b9470,24068.64325297808,4271958,7450176
0x08fa98ab5abafb4e6da8c11caebada2d2dce6325,24014.1825509,6744879,7450176
0x870d953326d016e37b5a91632851dafe3ae9d5f4,24000.510000000002,7274075,7450176
0x1f973b233f5ebb1e5d7cfe51b9ae4a32415a3a08,23939.661080188336,7450176,7450176
0xe89a56db2b9e269699527b4f6f9cf4a0284888cf,23931.409976310002,7349157,7450176
0x5b47ac3ecb097a3492a11480e3eda58d805bd530,23850.099381346954,5420589,7450176
0xe57b402270dc20dc848bfbe3110ee3268734cfa3,23743.470455094997,6735978,7450176
0x06fed18718975d9e178e0c0fea35c18eac794c3f,23475.43239050936,7431705,7450176
0x746aaac06b04c36f5fea9bbb35ca75518eda1cca,23369.766454999997,7013777,7450176
0x813697292505a00af96d4a69e5650c3371cff4e6,23300.224191445748,7321030,7450176
0xe1017e1ccf21349d7e8f8ba15fe681343fb3cb6b,23194.984358614223,7450004,7450176
0xee5eabe10d1bec651626bdc62d17f7c45c6366fe,23189.24473558131,4351414,7450176
0xbff679a88a7b21e0f4d11dfd5c5dcafcb9a5d8ac,22966.3943011555,7168711,7450176
0x37c3c6f5738a96041fc79772607c7916e355da2a,22964.070310687985,7204614,7450176
0xbcf500ebf2c4825879d48fb8bc7d88c6889dea48,22940.24318111506,7071585,7450176
0xd95a5174dfcb98c06d0ba59bfd2dc281bd3f43ca,22899.178763254702,6706429,7450176
0x770807e54f00a3a2cafedb5eb2f7f4c147f23a0c,22888.888859036,7278641,7450176
0x2ca0495e8dbba92c8f25fbe950e33ed6c9c95579,22800.098214999998,7427774,7450176
0x68b1abc74b0460f7b34b03ce26aa91e6ddbc7388,22777.62063209286,7437112,7450176
0xc0d5c4d8bc3294ce7ab2e37a2c85fa03a506e570,22584.94152663311,7332758,7450176
0xf32fc9dde9280e99125b555fe79571adf3a8e162,22554.29042823432,7188606,7450176
0x65043331a41cc4350030bb4011e2a7a85c90ec11,22549.405399342,7450145,7450176
0x01d9df17d612f4e007feaa73fe7dd236538f5062,22528.8,7335323,7450176
0x31aa4198aba25afa719d9ef634c9d24d3e81d99f,22502.692734874912,5418004,7450176
0xd84ebc1ebe5ffcdb9872840f0d659bf4bd05c1bc,22500.603578,7369249,7450176
0xebb3ddbd56b693744b6c82897663b2bb72248ae0,22358.26734567,6542835,7450176
0x627f413703eb728d168c527e88080ce375ee2f1e,22223.098068,6911200,7450176
0x17bc58b788808dab201a9a90817ff3c168bf3d61,22192.283913956526,6066684,7450176
0xe20c0178c91050155f461685c24db0c0276c94b6,22111.090202000003,7309590,7450176
0xea659c08320ef25d0dd893e8306119281ad417d3,22091.230831974175,7422506,7450176
0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba,22090.45204061817,4117412,7450176
0x79b91d213e019c62e6d1ef87c2e6e9fd07320373,22088.43704875407,4117818,7450176
0x6fe6b1ab512a0bbef752086bded463107dd8ba15,22083.554975000003,4117854,7450176
0xabf81ecd63f1e4816abb1747aedbcde720459fe0,22080.659238999997,4118567,7450176
0x378d1814b1d3d84c10a51317d26584b61c70b617,22079.984180000003,4118755,7450176
0xe09f3fd42f4b7d6d2d70d412298973658f2b23b5,22078.991298145826,4119797,7450176
0x10c3932d2a932b38bc01e927ef40445a1cfae7c0,22018.929068767306,7144887,7450176
0xc155e5ca4e17041333ae66728b1fd77bf178be74,21860.886534448997,6510820,7450176
0x867b3b0b638cd5640ec800dcbc407bad64ef1ae7,21709.469643,7063386,7450176
0x43ab622752d766d694c005acfb78b1fc60f35b69,21704.325572809994,4499462,7450176
0xf056f435ba0cc4fcd2f1b17e3766549ffc404b94,21700.283120751,7450175,7450176
0x10bd9990f4fe597c010c911f0640bbb143438fff,21648.86612805814,5335755,7450176
0xe5928c550b8d5b196db62687bef741ed627907fc,21637.326274495248,6072667,7450176
0x219cdd61cfabfb567644cc00f49b8cdbbbe03214,21606.38065,7444808,7450176
0xd8a83b72377476d0a66683cde20a8aad0b628713,21543.32454846,7234589,7450176
0xc39e562defc6ddd1f44ee698cf9303092b86051d,21448.05712024742,7249144,7450176
0x2905a0393342f45df5763835e9d4aaf2b4c87d79,21319.297731971998,3707120,7450176
0x904419cdbbfff16447a74d7ba6c262a77c764cb3,21252.488095135173,4675720,7450176
0xb322dfd6d456cbb8d5a91cb3184530d434cf680b,21190.41083169,6879360,7450176
0xea3ec2a08fee18ff4798c2d4725ded433d94151d,21144.396078397996,7445446,7450176
0xed11a44ca9af3d253674e49e30a3e7722ff6b5ed,21119.641377892,4994292,7450176
0x7d1084a843b1d98782d68ec0e8ce33b4a6e881c8,21111.426548377363,4985371,7450176
0xaf25663da625032c2f486a28b6d55b8cd22b74cc,21108.37084332,2097805,7450176
0xea3ed2fc3d04bbfb86b8b50dc651fcae9622a4c0,21099.167675,6716405,7450176
0xf821fd99bca2111327b6a411c90be49dcf78ce0f,21071.872066351843,6761037,7450176
0x265383d68b52d034161bfab01ae1b047942fbc32,21000.6,0,7450176
0x7f838ea6e1db26641dacbd3e108f99cc643a2587,21000.20910916768,7246720,7450176
0x6a9e7892e4002493b1c28c004c98fc8aeccd580b,21000.010000000002,2140910,7450176
0x340d693ed55d7ba167d184ea76ea2fd092a35bdc,20998.94114224485,7449824,7450176
0x28cb42c8754d9d805e654b227d58aaa16ef22a6c,20993.0047185,7038842,7450176
0xcf89e68c055435a67b57d7676091a56df59f14b0,20921.429497444926,6844179,7450176
0xf978b025b64233555cc3c19ada7f4199c9348bf7,20888.37957265251,6569772,7450176
0xb3775fb83f7d12a36e0475abdd1fca35c091efbe,20836.17592437666,7450074,7450176
0xcd4a584d5938a431083183055ac7a066aa3e1985,20644.049231179997,2093254,7450176
0x6a51d95b6f9e24b4ae71fe4751b12ff87ddb19cd,20443.751971032678,6465131,7450176
0x8a288f63b9de32feeedd4c3fc3347f026b599dd1,20427.381175417304,7449666,7450176
0xd551234ae421e3bcba99a0da6d736074f22192ff,20422.204177136147,7450169,7450176
0xdbcfed12027be82fd148fd5a9942fc31e18dee76,20387.709709459956,7024302,7450176
0x5f13ae5576d2ad113f3825f2720c51f527555491,20333.999286,6911183,7450176
0xafbf0e4c20b4ed23cbaddb5b156493196b5b653d,20239.06991640628,7443539,7450176
0x39b65789c8beaf95af392e36013cf326a0a95c7c,20226.06051067578,7279296,7450176
0x683f29acdc7db4299ee83dc2e3501bd296248128,20103.101,3800220,7450176
0x249ec4e5289017dc8e2c789bb11f78bb58c59c02,20091.748284409998,6754683,7450176
0x253f1e742a2cec86b0d7b306e5eacb6ccb2f8554,20039.999999999996,0,7450176
0x8ceda7a7bc9031ebf8f4a7bc9bc0f988c0e4e0fe,20006.112059,6740458,7450176
0xc2779771f0536d79a8708f6931abc44b3035e999,20002,0,7450176
0x7074be1fb9d4f7a2c320f53c912f374ba241dec6,20001.06,3454427,7450176
0xf3aa1c53030d3fbf5b9d28f94d51bded37bdcf40,20001.008087000002,4952993,7450176
0x6adb3c59d189b1b258852bd1ebbd9d58841aafd7,20001.000000000004,3454425,7450176
0xa25d0c39b18c3cef4ffc33b27e91e83e36285b02,20001.000000000004,3453443,7450176
0xcd358a8d58180dce7d25b77f60ebd86f998ead30,20001.000000000004,3453436,7450176
0x39baf3b65c23f6027e6f7f78c184765ccae5bad2,20000.999811007776,6999063,7450176
0x6bb2aca23fa1626d18efd6777fb97db02d8e0ae4,20000.997417000002,7133272,7450176
0x94a9251580f1bd08e641f735feebf066addee64c,20000.4,3158802,7450176
0xb943032ab8ca7750697b0dfce3567d3891ca473c,20000.399579999998,5356440,7450176
0x3b7f0c36d59a8c9c5e4ef2210d18651b17f82d86,20000.37328,4787874,7450176
0x9c5254d935cf85bb7bebdd8558d3b11cd27a387d,20000.047834439174,4013065,7450176
0x999e77c988c4c1451d3b1c104a6cca7813a9946e,20000.00923348572,7267279,7450176
0x0fcfc4065008cfd323305f6286b57a4dd7eee23b,20000.002,6859077,7450176
0xbec9ff08c5051de4ef64af1c156129b96b93911f,20000.00158,6859314,7450176
0x5608c231745fe46b9f73058cde0d86ac0ff0df38,20000.001278,7125737,7450176
0x5ce2e7ceaaa18af0f8aafa7fbad74cc89e3cd436,20000.001,6859302,7450176
0x0bcdb05d2a7df905d4acaf3eac701e117de2f1e2,20000.000559,6859376,7450176
0x91bcc719cf87cf65d342f2b42c804a26426174b8,20000.000000007778,5425938,7450176
0x8164d12eaf9d6e0cfc0a66f07598e56ca2304801,20000.000000007778,5423630,7450176
0x4aac326edeeef9f6f93e363b59780de8ea70c34f,20000.000000007778,5418635,7450176
0x8ed35312ffaeb6a58bea3a1780146e83290bf4ad,20000.000000007778,5425444,7450176
0x26142eb8ecb3c9ae9e086971eba0564e25c56e5e,20000.000000007778,5417837,7450176
0x700a4f202f94d65ca6ee77e2a46f2fb2aad70b38,20000.000000007778,5422136,7450176
0x1f5ea86a720472febf80fea032270654657e1978,20000,4221947,7450176
0x02b6d65cb00b7b36e1fb5ed3632c4cb20a894130,20000,0,7450176
0x12afbcba1427a6a39e7ba4849f7ab1c4358ac31b,20000,0,7450176
0x2f902885087e463ff76ff7e9baeabac3a0bad7e2,20000,3742699,7450176
0xb4deeff5800e309928493ff233c2e937380393b0,20000,4221937,7450176
0x2f96212bbad1120c56cefedec2826dc771547c09,20000,4300169,7450176
0x39cb33234b18418e8dbe63598dfb06f3933211c8,20000,7428374,7450176
0xe3b6b377ef2ed67f8fff1e32f842775deb9daf3a,20000,4539397,7450176
0x8ac5aa9d38db40da8995802c5851ac67f453f22e,20000,3753111,7450176
0xb1cd4bdfd104489a026ec99d597307a04279f173,20000,0,7450176
0xd942de4784f7a48716c0fd4b9d54a6e54c5f2f3e,20000,0,7450176
0x392475fa0ebac81ecc9989f4f64c1741ff5a7743,20000,6784524,7450176
0x437983388ab59a4ffc215f8e8269461029c3f1c1,20000,0,7450176
0x998bb533118630f611ea93f4af7bb30b92b315e7,20000,3753118,7450176
0x7e9f3ca26570661b6aac389b92163b21124e6e46,20000,6915097,7450176
0x93d726f0a330976f0adc9a8e8e14cd7a25c0c6e5,20000,6784431,7450176
0xebcfafca7a4c44d8e900601a43d447517aefa871,20000,3753132,7450176
0x63874f1c6ae89c525d594752064f37cd796fb9fd,20000,4076261,7450176
0x8eb7ab8d85bd37045ff766daebd892cb9b79b871,20000,4076085,7450176
0x9acdb9698f65f2eadcc2813706f83c70a482b3e5,20000,6915099,7450176
0x7a3d69b010fac88cd621ee5e7d639dfcc61aa197,20000,6916311,7450176
0xa1655e5e88264cf9af05b3e606a58ecd509b29f9,20000,3742691,7450176
0x8088909fdb693dc89ea3d84dd2d32bea0ac401e2,20000,4076089,7450176
0x6d806e549f58d2b8881c1e3d246d630fb8c1fc62,20000,3742681,7450176
0x5d6b0d1666e6da01631c8d23c7231942d345180f,20000,6916381,7450176
0xe580dcf6935dbb571796afc1edf7e0b6f53f9811,20000,5083663,7450176
0x224fc41805d007775260bcb5f9146ecd5c3d9495,20000,6916309,7450176
0x98f8407c1dd18d6ea2ecc48fdf772665ac5323c1,20000,6915087,7450176
0x7342bb509782e3c244a367c3485600b5aaaee321,20000,3753126,7450176
0x2a71e88a87304d6fb0e4aa9ea3151de44168808e,20000,3742675,7450176
0x158e208985f9ffb4428ee5c31215914c8de3c084,20000,6916397,7450176
0x11036bcc3e77b7042fee78d3b970ccf39f64b11f,20000,6915107,7450176
0xa3932a31d6ff75fb3b1271ace7caa7d5e1ff1051,20000,0,7450176
0xb421cdb248299dad3a637b5b36584923276b9e13,19999.999139,5385425,7450176
0x81a9aed213c74798deec32080b8837ca421614a3,19999.99,6916440,7450176
0x55c2cae2eade62b54608c93ce3d625cf834ee987,19999.99,6916457,7450176
0x94c055e858357aaa30cf2041fa9059ce164a1f91,19998.999999999996,0,7450176
0xd115b7b6bea4819bfd1fe5397f5e7e01fa19d83d,19900.103286640002,7442862,7450176
