address,ETH_balance,last_balance_change_BlockNumber,updated_BlockNumber
0x3ba25081d3935fcc6788e6220abcace39d58d95d,150000,6802920,7450176
0x091933ee1088cdf5daace8baec0997a4e93f0dd6,150000,6803318,7450176
0xd05e6bf1a00b5b4c9df909309f19e29af792422b,150000,6803766,7450176
0x0ff64c53d295533a37f913bb78be9e2adc78f5fe,150000,6803230,7450176
0xfc39f0dc7a1c5d5cd1cdf3b460d5fa99a56abf65,150000,6802480,7450176
0x828103b231b39fffce028562412b3c04a4640e64,150000,6803803,7450176
0x550cd530bc893fc6d2b4df6bea587f17142ab64e,150000,6803326,7450176
0x9cf36e93a8e2b1eaaa779d9965f46c90b820048c,150000,6803330,7450176
0xeddf8eb4984cc27407a568cae1c78a1ddb0c2c1b,150000,6803097,7450176
0xa0efb63be0db8fc11681a598bf351a42a6ff50e0,150000,6803349,7450176
0xba18ded5e0d604a86428282964ae0bb249ceb9d0,150000,6803954,7450176
0x90a9e09501b70570f9b11df2a6d4f047f8630d6d,150000,6802919,7450176
0x78b96178e7ae1ff9adc5d8609e000811657993c8,150000,6801950,7450176
0x554f4476825293d4ad20e02b54aca13956acc40a,150000,6803349,7450176
0x77afe94859163abf0b90725d69e904ea91446c7b,150000,6803746,7450176
0x4756eeebf378046f8dd3cb6fa908d93bfd45f139,150000,6803340,7450176
0xca582d9655a50e6512045740deb0de3a7ee5281f,150000,6803771,7450176
0x1ffedd7837bcbc53f91ad4004263deb8e9107540,150000,6802476,7450176
0x0518f5bb058f6215a0ff5f4df54dae832d734e04,150000,6803233,7450176
0x73263803def2ac8b1f8a42fac6539f5841f4e673,150000,6801848,7450176
0x6047a74d635262fb73ebce6c12bb6b14b3da70b4,150000,6801842,7450176
0xc4cf565a5d25ee2803c9b8e91fc3d7c62e79fe69,150000,6803787,7450176
0x657e46adad8be23d569ba3105d7a02124e8def97,150000,6802126,7450176
0x0e86733eab26cfcc04bb1752a62ec88e910b4cf5,150000,6803241,7450176
0x024861e9f89d44d00a7ada4aa89fe03cab9387cd,150000,6802402,7450176
0x701c484bfb40ac628afa487b6082f084b14af0bd,150000,6803914,7450176
0x81153b940932f49f42e5719fe9d1ec04e0e5c119,150000,6801786,7450176
0xd44023d2710dd7bef797a074ecec4fc74fdd52b2,150000,6802148,7450176
0xb20411c403687d1036e05c8a7310a0f218429503,150000,6803941,7450176
0xa8dcc0373822b94d7f57326be24ca67bafcaad6b,150000,6803340,7450176
0x9c2fc4fc75fa2d7eb5ba9147fa7430756654faa9,150000,6803950,7450176
0x4b4a011c420b91260a272afd91e54accdafdfc1d,150000,6803796,7450176
0xb8cda067fabedd1bb6c11c626862d7255a2414fe,150000,6803924,7450176
0xb9fa6e54025b4f0829d8e1b42e8b846914659632,150000,6803946,7450176
0xeb2b00042ce4522ce2d1aacee6f312d26c4eb9d6,150000,6803741,7450176
0x844ada2ed8ecd77a1a9c72912df0fcb8b8c495a7,150000,6803241,7450176
0x7ae92148e79d60a0749fd6de374c8e81dfddf792,150000,6803724,7450176
0x7145cfedcf479bede20c0a4ba1868c93507d5786,150000,6802919,7450176
0x1a71b118ac6c9086f43bcf2bb6ada3393be82a5c,150000,6802128,7450176
0x40f0d6fb7c9ddd9cbc1c02a208380c08cf77189b,149573.99797557466,6802497,7450176
0xbfc868b0c0af3885389a2242a2afdb841b78812f,149225.77099525474,7259059,7450176
0x2fa9f9efc767650aace0422668444c3ff63e1f8d,148531.69531403927,6826575,7450176
0xd57479b8287666b44978255f1677e412d454d4f0,147699.4245034071,6803236,7450176
0x840760aed6bbd878c46c5850d3af0a61afcd09c8,143912.3422114321,6615178,7450176
0x167a9333bf582556f35bd4d16a7e80e191aa6476,142075.18329255652,7450176,7450176
0x391b303cabf70b80e95d9221fd98f7416a1e7275,140450.96458995,7331348,7450176
0xb5ab08d153218c1a6a5318b14eeb92df0fb168d6,135283.67678600777,5436314,7450176
0x0a869d79a7052c7f1b55a8ebabbea3420f0d1e13,132288.03044699365,3628569,7450176
0xc78310231aa53bd3d0fea2f8c705c67730929d8f,132000.67258036346,7322824,7450176
0xa4a6a282a7fc7f939e01d62d884355d79f5046c1,130379.994987706,7159112,7450176
0xef13a2c29f7a433aff08c60007bc276a64c7bdf5,130010,7366928,7450176
0x246a2ecd9626f9eda55fffbff5216ed417a904f5,129166.90301143206,6615178,7450176
0x25924128d7e41e9bd241788645ba1de8ba8dd640,128529.543,6615845,7450176
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,127562.45762374662,7450175,7450176
0x2eb08efb9e10d9f56e46938f28c13ecb33f67b15,126850.00398591999,5357886,7450176
0xbf4ed7b27f1d666546e30d74d50d173d20bca754,124638.62069857196,7433391,7450176
0xdcd0272462140d0a3ced6c4bf970c7641f08cd2c,124387.84096737401,7236061,7450176
0x0117ef7fdb2a5814dff83c50fb799741904cd28d,123450.004,6410271,7450176
0x4ce6b9b77a2e3341c4f94c751cd5c3b2424eb4b2,115304.179533394,7233173,7450176
0x376c3e5547c68bc26240d8dcc6729fff665a4448,114939.00001000777,5418075,7450176
0x2125f3189cd5d650d6142b222f20083efc2d05f2,112419.328566788,7232598,7450176
0x9a9d870472bee65080e82bf3591f7c91de31a7cc,112340.16184170778,7354526,7450176
0xdd5234bf64755ca4c07ee4c6529f89548c01a566,111929.99685000001,7149333,7450176
0x00e5c013694c9ee92b76ce6ad7ad3bcc20475d6f,109487.89749999999,5474711,7450176
0x21346283a31a5ad10fa64377e77a8900ac12d469,108761.24794052569,5636070,7450176
0x3bc643a841915a267ee067b580bd802a66001c1d,108549.4361858932,7338649,7450176
0x47029dc4f3922706bf670d335c45550cff4f6a35,108361.63693365286,7180049,7450176
0xddf744374b46aa980ddce4a5aa216478bf925cd1,108094.4593595,7354694,7450176
0xe8507b1532fc44e41b48efe45cf4abf92c5767c3,107866.0013362366,7402824,7450176
0x11a05633e78aabf81cbc84d58e0f8d07fd25c992,105329.0811286656,6867230,7450176
0x692190b4a5d3524b6fed0465e7400c07d09db954,105266.67823216981,7445034,7450176
0x3fbe1f8fc5ddb27d428aa60f661eaaab0d2000ce,104368.43596125674,7450176,7450176
0xdb89045c811549f7eb925ec16f7d0cd7166556b3,102590.582044586,7222866,7450176
0x4eac9ce57af61a6fb1f61f0bf1d8586412be30bc,102003.00302399701,5357919,7450176
0x2fd56159f4c8664a1de5c75e430338cfa58cd5b9,101766.07145269199,6872226,7450176
0x5657e633be5912c6bab132315609b51aadd01f95,101051.80639112601,5357917,7450176
0x4fdd5eb2fb260149a3903859043e962ab89d8ed4,100116.86592345717,2906703,7450176
0x40f50e8352d64af0ddda6ad6c94b5774884687c3,100000.00001999999,5357936,7450176
0x5104ecc0e330dd1f81b58ac9dbb1a9fbf88a3c85,100000.00001,5359811,7450176
0xe6115b13f9795f7e956502d5074567dab945ce6b,100000.00001,5359850,7450176
0x69d98f38a3ba3dbc01fa5c2c1427d862832f2f70,100000.00001,5359861,7450176
0x0cfb172335b16c87d519cd1475530d20577f5e0e,100000.00001,5359851,7450176
0x2d89034424db22c9c555f14692a181b22b17e42c,100000.00001,5359802,7450176
0x3b7b8e27de33d3ce7961b98d19a52fe79f6c25be,100000.00001,5359849,7450176
0x6586ce3d543e0c57b347f0c3b9eeed2f132c104f,100000.00001,5359805,7450176
0x4b5d3010905e0a2f62cce976d52c4f6eb5e545a5,100000.00001,5359808,7450176
0x7f3a1e45f67e92c880e573b43379d71ee089db54,100000.00001,5359858,7450176
0x06548a28a6b2dd51ef3c01a9a5a359e026474c2a,100000.00001,5359810,7450176
0x2c06dd922b61514aafedd84488c0c28e6dcf0e99,100000.00001,5359856,7450176
0x9d447fcbdb05d1ce3d9b398a1a4ba21b35def209,99999.99999999999,6389165,7450176
0xae3808749e520415fd5184a5ee333b65cc86be8c,99999.99999999999,6876728,7450176
0xd47ae555e8d869794adf7d1dbb78a7e47ccf811f,99999.99999999999,6876738,7450176
0x19a604b24a62931fb48f648d7ac32b9c9047bf3a,99999.99999999999,7426487,7450176
0x399322d74bd044460f6d853c6de8835fdd2685b1,99999.99999999999,7426507,7450176
0x9fc97ce996338b06dd6df8101806ce53ec2e2b48,99999.99999999999,6389157,7450176
0x1cc1c81fd28cd948e94da74fa22fc4182d9ecfec,99999.99999999999,6876752,7450176
0x44c2eb90a6d5d74dce8dccbd485cd889f8bc7b6a,99999.99999999999,6876765,7450176
0xf3f89dac3145cf4020788c34c20b88e1d4329bd8,99999.99999999999,6389173,7450176
0x78358dc57e9498bf033e2c370f577c3ecd9e90bd,99999.99999999999,7408210,7450176
0xba3fd3c06e5c670c15d7bc43c935cc02a3cc87d2,99999.99999999999,6389180,7450176
0x8c57902b34c5bc3d6ba750d7654f49c0b6187703,99999.99999999999,6389194,7450176
0xc44bdec8c36c5c68baa2ddf1d431693229726c43,99999.999309839,5359906,7450176
0xb1179589e19db9d41557bbec1cb24ccc2dec1c7f,99999.99186768301,6139770,7450176
0xc39cc669a548c661dfa6b5a1eeaa389d1ec53143,99998.99917,5359908,7450176
0x0d0707963952f2fba59dd06f2b425ace40b492fe,95079.65491034153,7450162,7450176
0xf274483d5bb6e2522afea3949728f870ba32bb9c,94837.96419629,7368970,7450176
0xf775a9a0ad44807bc15936df0ee68902af1a0eee,94110.99895165478,7450176,7450176
0x1b29dd8ff0eb3240238bf97cafd6edea05d5ba82,92651.58541549,7226805,7450176
0x0dbd8de20eed94a5693d57998827fcf68ed2ecf4,92499.89217400207,4768628,7450176
0xc8e0c9ba619f64c948b065a70f4085fdbaf9316d,90999.996556,5589839,7450176
0xe04a2634ff71461e342bcdc29ed807634e1565c2,88877.116306884,7234521,7450176
0xb7e698183c6735484bcef276ea26125b57846d2c,88750.00002,5359945,7450176
0x54fbd667181db44a28a96b364f294f82f1b0827b,88750.00000999999,5360115,7450176
0xd329c11106d696cf5165265a00decfaa0f0878f1,88750.00000999999,5360109,7450176
0x534af382c275aa19dc095bf50c80c8717c86daca,88750.00000999999,5360107,7450176
0x50bee102a94eb2b1c0aa716a811de35a694e3387,88750.00000999999,5359961,7450176
0xb8a2626a015b86d1cf1f8445de0b0c6e65a7afb8,88750.00000999999,5360107,7450176
0x25b7231d3a8013ef4deb454e5c561a8b49149390,88750.00000999999,5360125,7450176
0xef05afdc6fe371cf23b34ab5b8e05775b369bf4a,88750.00000999999,5360106,7450176
0xfa4c4df1a902a70bbd1593c13cac9e8e6c26c566,88750.00000999999,5359948,7450176
0x03f35f53a2598f9a1c8a452398d08429be70b7fc,88750.00000999999,5359959,7450176
0xced1bc4b58b19f6f4b90557b0bda0ad328f7e4bb,88750.00000999999,5360112,7450176
0xd532ebeb6ab531d230b6ad18c93e265ff0101dea,88750.00000999999,5360118,7450176
0x3e962c8bce3c7a7bfbc3ca7a0018e158692ee095,88750.00000999999,5360159,7450176
0x30a2ebf10f34c6c4874b0bdd5740690fd2f3b70c,88657.12447599,7230639,7450176
0xe4f4866437513e7e023fb3933ba43045312b7459,87084.84323393999,7226334,7450176
0xb3764761e297d6f121e79c32a65829cd1ddb4d32,83017.07422209799,5844913,7450176
0xd24400ae8bfebb18ca49be86258a3c749cf46853,82678.67774096504,7450156,7450176
0xad6a5bd7ca49281912992be1b726efdef2a91294,82443.80236078548,6921865,7450176
0xd73e909cafbbac5db73a01f2d6973154683052c5,81471.2721,3743596,7450176
0xb46427e2cddecb0bde40bf402361effddd4401e2,81444.24824274001,5360178,7450176
0xe7b95e3aefeb28d8a32a46e8c5278721dad39550,81299.81700621723,7441877,7450176
0x899b5d52671830f567bf43a14684eb14e1f945fe,80000.994972121,7442268,7450176
0xb70e68b65e69822e90e2b9a40000ca9cc2a5f05f,80000.14000000001,7198631,7450176
0x030e37ddd7df1b43db172b23916d523f1599c6cb,79999.845416537,7448138,7450176
0x51fd527c62e40bc1ef62f1269f7f13c994777ee2,78306.19183916351,7248651,7450176
0xfdfeb7474b6b104f32599948bb7f8ed81b06def3,77735.850855778,7223795,7450176
0xb240a3bb14893c35854fff452a540a64af708b6c,77725.349076,7412332,7450176
0x8d95842b0bca501446683be598e12f1c616770c1,76379.23492390622,6917472,7450176
0x8033539e873b3f0deaba706dd6d3480e0dd5cb30,76212.17538899,7230874,7450176
0x3f7e77b627676763997344a1ad71acb765fc8ac5,75426.327490586,7235081,7450176
0x5cf2639da7afb1e4d94df8abe3b383e4a6faaa66,75000.939416,7375801,7450176
0x8317ab6588b0f6643773fb3049e1e5d93d6002d3,74346.9877728881,7380146,7450176
0x80845058350b8c3df5c3015d8a717d64b3bf9267,73678.31388195777,5423620,7450176
0xb74de1a0832c436359018ee3611e3ce42b133471,73666.102333792,7446720,7450176
0x1570073bfd8b1b19435fbc79713138e80287fed8,72000.00029,6985020,7450176
0x755cdba6ae4f479f7164792b318b2a06c759833b,71456.27801307918,7187795,7450176
0x5e032243d507c743b061ef021e2ec7fcc6d3ab89,71264.70219845753,7450176,7450176
0x32be343b94f860124dc4fee278fdcbd38c102d88,70594.73155614744,7450176,7450176
0x689d6140131b2a5eb2fb899b1b180ea23b2b869b,70305.78645325029,7295128,7450176
0x39d9f4640b98189540a9c0edcfa95c5e657706aa,67815.819754505,7450151,7450176
0xe825363f3bedabc95b2a9d42dbc73ec7b82b57d3,67497.27098364606,4564914,7450176
0x1e143b2588705dfea63a17f2032ca123df995ce0,67317.25758198104,4337331,7450176
0xdfb6a4b143f6a1de4725c451c46433801de52bfd,66790.30053684766,7363233,7450176
0x955a27306f1eb21757ccbd8daa2de82675aabc36,66520.81137640734,7268804,7450176
0xe8e8f41ed29e46f34e206d7d2a7d6f735a3ff2cb,66074.98066996298,7419706,7450176
0x8759b0b1d9cba80e3836228dfb982abaa2c48b97,65334.932797375055,7248098,7450176
0xa2f6abe26fe0e1c1f2684ab002ed02a59ffbf85a,65259.967620797775,6170587,7450176
0xc4427b82d97f1a3ae7cbeff01a938abe56039227,62000.998718979,7118040,7450176
0xa5384627f6dcd3440298e2d8b0da9d5f0fcbcef7,61377.647029760104,6760991,7450176
0x8b505e2871f7deb7a63895208e8227dcaa1bff05,61216.6,0,7450176
0xff64a8933e05c9d585ab72db95d207ebee9be5a8,60106.380286981745,6199511,7450176
0x6c76bb6843c2ed9a5ad484edc9fecba5cd80b6a0,60000.87147091014,7159686,7450176
0x2b66dd4eb5af85ebfccd4b538e87729fb9556764,60000.35291946588,7419246,7450176
0x9d3937226a367bedce0916f9cee4490d22214c7c,60000.208695914545,5212204,7450176
0xcdbf58a9a9b54a2c43800c50c7192946de858321,59999.99853,6295608,7450176
0x1342a001544b8b7ae4a5d374e33114c66d78bd5f,59491.409999999996,5692878,7450176
0xd4914762f9bd566bd0882b71af5439c0476d2ff6,59480.51,5692872,7450176
0x5bcd25b6e044b97dfc941b9ec4b617ec10e1abcd,59285.760290408594,5420631,7450176
0xa43d2e05ed00c040c8422a88cb8ede921a539f92,59013.14017755,1155587,7450176
0x998a7fd73446cd6532bf3058a270581730b27137,58938.037123359,7221991,7450176
0x693be1ea307e3b3826d34e96336399969898dee8,57812.783178344,7224469,7450176
0x7ef23aae22c1b3c3ecfee1aecbda03ec86784c95,57637.74215094,7351809,7450176
0x82c4824bf7695c459ff5d6bb6263ffde66b94237,57523.752942,7373295,7450176
0x8599cbd5a6a9dcd4b966be387d69775da5e33c6f,57478.944801135,4924419,7450176
0x65b0bf8ee4947edd2a500d74e50a3d757dc79de0,57282.8975340555,7450162,7450176
0xb8d2b921c0ea0ca27266fa63907a079ef25084d0,55918.731817156615,7433712,7450176
0x05576087d1ad92873da0a3b76e7105195935b0f5,55230.015329897775,7247830,7450176
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,55160.67255701767,7450175,7450176
0xd641651ed7e19a04ce536610d75b3dcaf427ad73,55067.2555959706,6959927,7450176
0xdd76b55ee6dafe0c7c978bff69206d476a5b9ce7,55004,7117837,7450176
0x7c2a289c0523e748c286a37570d2efc16d2c934e,55000.553059,4183802,7450176
0x6a25f40929a1fe4984f914b9d87e2c461cce369b,54999.921258999995,4183802,7450176
0x8e279e54b04327adf57117c19bc3950d7109407c,54283.95964988778,7146443,7450176
0xff1a8aa13bbb3d30df82687ff52fff032ded03ba,54073.19597312622,7449082,7450176
0x415655297a0f299d13acce68195890200c5d4a8b,53244.08201615665,4969406,7450176
0x19184ab45c40c2920b0e0e31413b9434abd243ed,53062.13378700005,7151479,7450176
0x64c0f718c0db601d392cdc8f6375412e257c7f32,53040.241101758,5654278,7450176
0xe2f34156be01c20aa815530d3a05b8951178bd81,52807.72433774,7276250,7450176
0x78a5e89900bd3f81dd71ba869d25fec65261df15,51900,0,7450176
0x00832a758a781055ac19b5f9bf553db8bb9db32d,50689.55771835747,7188161,7450176
0x7454a7562b0cc0141df9103ca45dd8fc28975366,50578.53402112556,5423008,7450176
0xceffc7330317f72957c662d072a5e7d63b9b578c,50399.93895,882993,7450176
0x31e8e8b728bcde2287c275de4bedc4d8c6efa925,50010.999412000005,7228607,7450176
0x50cb0508434b4c68a2c4fde30b02b269d2d5b6bd,50005.986534917,4327425,7450176
0x50bd66bfddf48b8914602bf51c93756731ec51ae,50000.998718979,4327427,7450176
0xc42bcd5617a7bc3324526e6d4cfdb9d11395e4fa,50000.992475,4645233,7450176
0xebd1d79219ed39223e1540bfabd987f955b039b2,50000.898559,4183683,7450176
0x5a03703125380cfda804446fdaa3b4064cb6cc0a,50000.89,3652915,7450176
0x6220d7a458a68d6a554e5904792049fd2ef6bbcc,50000.419059,4183802,7450176
0x17021eaebcd51eed93a45a6f81b71c441182e8d2,50000.386559,4183677,7450176
0x45c0ac102f35384825abb6e4ba70c786e9697ae3,50000.330559,4183673,7450176
0xea1d686be5e38260cdd50c96ed09c58fffba23cf,50000.298558999995,4183721,7450176
0xbd69cbe009973a48edeccd4e4dd9bc5a1f66da46,50000.29200403,7038803,7450176
0x71cdbc5b77c03d855ed1ec61ec5c2d3627c61e78,50000.232459,4183669,7450176
0x1b0105235f7c8e1b71e681302cc5dd72169f5b7e,50000.221559,4183653,7450176
0x532d90e829680721a2edb4cdb072ec45dab1333c,50000.221559,4183657,7450176
0x0d454ce15b3fdea213ceb911346b330e31fbcaff,50000.220559,4183718,7450176
0x83403a5fbf92c88d35ac77633b29a87716db4ff6,50000.219559,4183687,7450176
0x34b7b1b28373c4eef868f787a843e5a1871a3cd1,50000.208559,4183702,7450176
0x3ffbdcb15fd085a342a8ab88162b4842a7a6a354,50000.199559,4183715,7450176
0xb9db6142c780e8f3ff3fe5e94fc784ae537ca329,50000.196558999996,4183709,7450176
0x07f1d450b16e53302931c5362ee0ab41f2978541,50000.150118,4183617,7450176
0x61687ed007aea3c0409b7c742aa6578c6a9077e7,50000.148559,4183729,7450176
0x32ee845fb08699fec04e1129c77ba326abf621c7,50000.141759,4183662,7450176
0xabcdebb0d9c509460eb58ad134b4f57191f640b2,50000.099039,3271363,7450176
0xfb626333099a91ab677bcd5e9c71bc4dbe0238a8,50000.04958,3471430,7450176
0xc97b6e3e4301617f617b23120f31303e8ccee606,50000.01555900001,4183027,7450176
0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b,50000.012559,4183636,7450176
0x8387dbf85230975a26909c1240f6aea7eb45f9f3,50000.00075833578,5423664,7450176
0xe780a56306ba1e6bb331952c22539b858af9f77d,49999.99999999999,0,7450176
0x9dd172097560b0830fb4faeaa0ec73d6cdb2a913,49999.992993219,2049489,7450176
0x6a7b2e0d88867ff15d207c222bebf94fa6ce8397,49999.498677,6141389,7450176
0xa18eb0ed2543be132ef5aa3c8a87a0f5b2e30fca,49996.54870979241,4972289,7450176
0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,49028.009900603654,7450174,7450176
0xa3cca563fb6ecce1e02041a20486781da406a3e1,48999.991943033994,4318880,7450176
0xec5feafe210c12bfc9a5d05925a123f1e73fbef8,48879.111552368675,6989261,7450176
0xeab8f76c098d2c2262a46dd3fb85e9340081a0dc,48777.882711000006,6820569,7450176
0x72c683fdddc27575343edc84069f40db24e4b0a4,48764.4837404497,6673936,7450176
0xd964a23cf2c7a38107e9d8d487ffee76186bacd7,48681.002564513816,4952616,7450176
0xc019139e9a3223f31015a73e13899c73fe64d524,48547.98602978,7437154,7450176
0x11d1dfeb422f9d482baf02f3d72a12ec2b82d373,48449.428068,6867967,7450176
0xe654cff688930b6b8979f1a0c2f051e21fd1627f,48262.92822,7252790,7450176
0x66412fec63ac4e13d96a153b667f6d993fd717e8,48199.973720379996,5053582,7450176
0x7534016ca9441b1628369a65fc40ff39fbf3b458,48020.17749048,7414156,7450176
0x1a24fac4ef97e364751516f1a1eef6d59dc6fce8,47976.3184174473,4156769,7450176
